tipo	fabricante	modelo	portas/capacidade	autonomia	ano	placa	renavam	chassi	reservado
carro	Toyota	Corolla	4	8.86	2017	PJL-5332	05202486828	9BR9YDORHRLEJ1FYR	False
van	Mercedes-Benz	Sprinter	15	8.48	2017	PAN-7729	23793125287	9BM8XDPBLVGW8WT6L	True
carro	Chevrolet	Onix	4	13.47	2017	PSP-9960	28939014646	9BGTGK1WNEZN1UUYN	False
van	Mercedes-Benz	Sprinter	14	11.05	2017	PHU-9875	96089494827	9BMDW5G8GWMSEHOYC	False
carro	Toyota	Corolla	4	9.59	2017	PZV-3116	57557502046	9BR3T1FEBPR2J2VNO	False
carro	Chevrolet	Onix	2	15.05	2017	OBZ-0348	95861115210	9BG7PK27SSJNNV20Z	False
van	Fiat	Ducato	13	8.84	2015	PWD-4768	11560305293	9BD7HT4TL8WRD787O	False
carro	Volkswagen	Gol	4	14.73	2015	PBE-3518	61579996491	9BWSRFMPN3OW4J82Y	False
ute	Mercedes-Benz	Sprinter	1800	9.46	2017	PMU-5116	17222898056	9BMZ030501CST2I9E	False
carro	Chevrolet	Prisma	4	12.19	2017	PVM-6752	67872900991	9BG1ZWJ4H8DHEMB4W	False
van	Fiat	Ducato	13	12.23	2017	OIH-0144	67999071261	9BDTT6RF8DAKM4QOS	False
carro	Honda	Civic	4	8.16	2015	PEP-2640	11925726035	93HR89AXEV1G0AO0U	False
van	Mercedes-Benz	Sprinter	11	12.38	2014	PZC-5363	14616897305	9BMM1A18LFMQ41LB0	False
van	Fiat	Ducato	11	12.08	2015	PHK-1221	93755280720	9BDG7TVVEF0MWKG4N	False
carro	Chevrolet	Spin	2	15.51	2016	PLA-1985	83785432639	9BGO2JHX7F22IIH9O	False
carro	Volkswagen	Gol	2	10.9	2017	PPD-1161	01090351946	9BWLY5EV67EM8WDRR	True
van	Fiat	Ducato	12	10.86	2017	PKF-1245	68857309658	9BD6IP2U09HUDWTES	True
carro	Fiat	Uno	4	13.2	2015	OJJ-3955	84064525654	9BD9C2AHRYH3D27US	False
van	Mercedes-Benz	Sprinter	8	11.87	2016	PXD-4056	16196562151	9BMSGHVXAUB24LDGF	False
carro	Toyota	Corolla	2	10.62	2015	PEY-1508	74128631891	9BRJL5QF1L2FNG51M	False
carro	Honda	Civic	4	8.7	2017	PAL-3306	87297851930	93H6AMPWXZH3L4NON	False
carro	Honda	Civic	4	8.96	2014	PDQ-5349	56542913132	93H7NRHLQRPUX8GC2	False
ute	Mercedes-Benz	Sprinter	1800	9.59	2015	PAD-5294	52185072846	9BMK8FL72IM501KNH	False
carro	Volkswagen	Gol	2	15.43	2017	PGJ-4481	96420394437	9BWQYMDEJ0X0T0G7R	False
carro	Volkswagen	Gol	2	9.84	2017	PRL-2418	93669943902	9BW6Z8JMP0ML44D6G	True
carro	Volkswagen	Gol	4	16.93	2017	PKA-6391	06368311373	9BWT2QCJ9A9V11SK6	False
carro	Fiat	Uno	2	11.05	2017	PJS-1326	54789506659	9BDEP4I90W4MW0K9V	False
carro	Honda	Civic	4	11.82	2015	PDL-3131	65459499503	93H402NJQ1E91GMEG	False
van	Mercedes-Benz	Sprinter	10	13.24	2016	PJX-5654	82903509310	9BMXDVOA5ERDRC0IU	False
carro	Chevrolet	Prisma	4	14.29	2016	PRS-6250	67473760450	9BGGV519IUFQFFVVB	False
carro	Fiat	Uno	4	7.66	2015	PPW-3864	90421744868	9BDREDGUC1MUR3GTQ	True
carro	Chevrolet	Onix	4	4.97	2015	PCS-1767	30657077078	9BGZ7YC29ZINCVU45	False
carro	Volkswagen	Gol	4	8.53	2017	PGB-6425	23123853472	9BWFXHH2XORSHWOXZ	False
carro	Toyota	Corolla	4	10.73	2014	PVR-0114	65009554261	9BRBK7RTBFR76U5XV	False
carro	Chevrolet	Spin	4	8.97	2017	OXB-7599	62063948533	9BGLY7H72BMLRWEUN	False
carro	Fiat	Uno	4	12.38	2017	OLZ-4284	05724388419	9BDIM7ER0WOU1EGAR	False
van	Mercedes-Benz	Sprinter	16	14.22	2017	PED-9484	04237523751	9BMNGM7AS5FY1BARM	False
van	Fiat	Ducato	11	11.39	2016	PVK-6145	15408591557	9BDZF1BQK0N4NX9G4	False
ute	Fiat	Ducato	1800	12.27	2015	PWT-3954	19549900770	9BDZBX9CF61AEPR20	False
carro	Toyota	Corolla	4	11.27	2017	PEM-4375	07085538033	9BR9GYU72VXPD9ACM	False
van	Mercedes-Benz	Sprinter	14	11.99	2017	PHA-6431	24036486796	9BMEYZKHMCS69J1N1	False
carro	Ford	Ka	4	6.95	2016	PVD-0267	84600882739	9BFWTOTQ3UT1MTS08	False
van	Mercedes-Benz	Sprinter	17	13.67	2017	PTL-4213	84367766951	9BMXMSN226F3KGOD1	False
van	Fiat	Ducato	7	12.91	2017	PFB-4370	77820363134	9BDTDRQ00NCCTTZIV	False
van	Fiat	Ducato	18	8.56	2016	PSD-9922	71034429657	9BDI1390M0GELE4DJ	False
carro	Fiat	Uno	4	11.45	2016	PEE-6590	24704201418	9BDO67DEQM09GFL1I	False
van	Mercedes-Benz	Sprinter	12	10.36	2016	PSJ-4423	40529944255	9BMNYZ8SUOBGEZI1F	False
carro	Ford	Ka	4	10.59	2014	OIE-3878	30554987469	9BFRGLH6JSWA5H26G	False
carro	Toyota	Corolla	2	6.06	2016	PEZ-4159	72291203869	9BRUNSWHVOR29JIGM	False
carro	Renault	Logan	4	9.04	2017	PLO-2816	85480042351	93Y7HMYPXDGVCIAN8	False
carro	Toyota	Corolla	4	11.48	2016	OTT-1715	32904155950	9BR02USZZUC9BD6M7	False
van	Mercedes-Benz	Sprinter	17	7.9	2017	PXU-1606	26405618681	9BM59S04BYATDW4DY	False
carro	Chevrolet	Prisma	2	9.6	2015	ODE-8429	11089601360	9BGEA36TJ778APBG2	False
carro	Renault	Logan	4	12.15	2015	OPE-6433	31304148883	93YE9UK9SL8Q5RVLP	False
ute	Mercedes-Benz	Sprinter	1800	11.37	2015	PAJ-0716	28199124145	9BMFYSPSWKKOO4QUV	False
carro	Renault	Sandero	4	12.8	2017	PVN-0220	85460200398	93YKQISF65D4CES80	False
van	Mercedes-Benz	Sprinter	12	13.57	2017	PRL-7029	98763331675	9BMUMH7EMIAWR2L54	False
van	Fiat	Ducato	13	10.28	2017	PUU-9083	94480243858	9BDDH7U5SW8BVXT3K	False
carro	Renault	Logan	2	12.64	2015	PMY-0095	36828084789	93YOBQ9TZ1X9HFMDA	False
ute	Fiat	Ducato	1800	7.05	2017	POP-9671	55051466707	9BD6CTV8E7IMITWGM	False
van	Mercedes-Benz	Sprinter	15	8.66	2015	OOS-1455	34120489905	9BME84HX377EMBIBB	False
carro	Toyota	Corolla	2	10.35	2017	OXE-1494	94748724029	9BRYHNCMVLW6TDO9C	False
van	Mercedes-Benz	Sprinter	11	5.83	2017	PXQ-4460	63871363888	9BMIG49QBFLV1CVY2	False
van	Fiat	Ducato	11	12.38	2017	OWY-3774	31938078078	9BDLH8HR4MJ5KZA1D	False
van	Fiat	Ducato	10	7.84	2016	OCQ-0451	66802533765	9BDC4D6UQB9AI5D6S	True
carro	Fiat	Uno	4	13.13	2017	PVS-4280	21984215643	9BDU93XXXEZLHB2FC	False
van	Fiat	Ducato	14	11.47	2015	ODV-5643	12286242494	9BDVVX4HSGGPKRKAH	False
van	Fiat	Ducato	8	13.9	2016	PIJ-2129	70697096066	9BDRDG6R3QPY477OI	False
carro	Honda	Civic	2	12.16	2017	PBP-1269	16049832846	93HEA0OYJTZR13GVO	False
ute	Fiat	Ducato	1800	9.35	2017	OJY-4381	53489753565	9BD2EN43977Y13V5E	True
van	Fiat	Ducato	10	10.37	2017	OTP-8956	04286407384	9BD67ENZ6M4IHZO9S	False
carro	Toyota	Corolla	2	10.59	2016	PPU-8505	81728138156	9BRY0M7UA2GBEHAM8	False
van	Mercedes-Benz	Sprinter	17	11.46	2017	PTY-6937	22522412853	9BMS15FUVBEEYOTRR	False
van	Fiat	Ducato	10	9.96	2017	PFK-1399	30886284707	9BDQJS50X15W7MCSE	False
ute	Fiat	Ducato	1800	12.11	2016	PKC-4524	32212210225	9BD6KAT0DEXFPCC8A	False
carro	Fiat	Uno	4	12.61	2017	OSB-8300	18727968634	9BD1J3G0Y7VJWNB2P	False
carro	Ford	Ka	4	9.79	2015	PBE-5813	21954286368	9BF331HTHK5OSJ24M	False
carro	Fiat	Uno	4	9.51	2017	OVR-4540	76226175302	9BD80FW4WUEV018PL	True
van	Mercedes-Benz	Sprinter	9	15.19	2015	OQQ-1580	31265777196	9BMJ0IO491OZ6H6DI	False
carro	Chevrolet	Onix	4	11.57	2016	PGK-8318	99598637485	9BGS5LCFGPM82IBQ4	False
carro	Ford	Ka+	4	5.32	2016	POI-7870	37865242070	9BFE73CU1BJX7FHI4	False
ute	Mercedes-Benz	Sprinter	1800	15.1	2014	PYH-8606	35693413010	9BMURKNNWH1XGR9PZ	True
carro	Chevrolet	Prisma	4	6.94	2017	PXJ-7633	31471318696	9BGQCZGSDYYJ2WBDV	False
carro	Renault	Sandero	4	13.33	2016	PAQ-6838	96237761247	93YUYXS2Q8ATR9ZCC	False
carro	Renault	Sandero	4	16.68	2017	PJQ-9325	39438564825	93YJJ0IPTRKB5PR7A	False
carro	Toyota	Corolla	2	7.18	2017	PQB-7059	21952388880	9BR4TA3TGIL5YDS2I	False
van	Mercedes-Benz	Sprinter	10	12.33	2017	OXV-1465	70764965602	9BMJYCL2SG27O1DHS	False
carro	Ford	Ka	4	10.5	2016	PBG-0276	61369173027	9BFKHEI1FCX0L9I3N	False
van	Fiat	Ducato	12	11.98	2015	OVW-3928	26427516691	9BD3FKMGBJB7Z47IY	False
van	Fiat	Ducato	17	10.37	2015	OEC-8400	53410510457	9BD1DILA4A5UV680P	False
carro	Renault	Sandero	2	10.64	2015	PQM-0235	39109766748	93YTMHK0PCPPWBW7W	False
ute	Mercedes-Benz	Sprinter	1800	9.6	2017	OUA-3408	71779354703	9BMUB7568433V119S	False
ute	Fiat	Ducato	1800	13.82	2017	PNI-7933	42214898967	9BDLXZ568YKL8Z9JH	True
carro	Toyota	Corolla	2	9.67	2017	PYP-9937	04061123290	9BRMN867P6JE4XIIJ	False
carro	Volkswagen	Gol	4	8.93	2017	PXN-3747	73268336291	9BWPBNRRD3UFCCO1P	False
carro	Fiat	Uno	2	7.23	2014	PRO-7239	60978514803	9BDLPGZMO6I97A0PY	False
carro	Fiat	Uno	2	9.55	2017	PEV-2593	71993963999	9BDJIM2QXG0PVIY4M	True
carro	Chevrolet	Prisma	4	12.17	2017	PBH-5648	63363622964	9BGWEWBSZWIGEBDP6	False
van	Fiat	Ducato	16	10.11	2014	PYO-2769	41761448832	9BDWXI2O4XX703WLC	False
carro	Volkswagen	Gol	4	9.49	2017	OVZ-7306	24879458825	9BWWM2AW1Q9UZQDXV	False
carro	Honda	Civic	4	13.07	2017	ODG-2959	49702234804	93HNYBTOJ6I9K16DT	False
carro	Fiat	Uno	4	9.39	2017	PZE-2183	65805887112	9BDP7BCB4CQ7J8KU3	False
van	Mercedes-Benz	Sprinter	16	9.45	2017	PQB-8003	57442389595	9BME4LTXCZ6SVITDU	False
van	Mercedes-Benz	Sprinter	15	11.33	2016	PTW-5643	34052468135	9BM3W828HQNA71J8I	False
carro	Chevrolet	Prisma	4	10.21	2016	PPR-7821	37175561329	9BGH82FX9S4SKTHTP	False
ute	Mercedes-Benz	Sprinter	1800	10.73	2016	PHE-0644	28125726044	9BMDX7DDQN3ZJAEWQ	False
carro	Fiat	Uno	4	11.41	2017	PNC-7084	97838027653	9BD2OFZWYKGXN23DY	False
ute	Fiat	Ducato	1800	10.35	2015	ORQ-4676	93607509085	9BDHXHLZC7B95YHCJ	False
carro	Ford	Ka+	4	15.27	2016	PGE-7563	78750486607	9BFCTUSSHI3GYNH90	False
carro	Chevrolet	Prisma	4	13.43	2016	OFP-8342	63079232334	9BG98FT4LP81YUNUD	False
van	Mercedes-Benz	Sprinter	15	12.45	2017	PEC-3243	45217131301	9BM5DEDZ1KIYU8IDU	False
carro	Chevrolet	Spin	2	10.01	2017	PAJ-4656	36437401396	9BGLTV3YZCFEATNFW	False
ute	Fiat	Ducato	1800	12.77	2016	PXA-5493	06721496780	9BDU4QRCTOD0MAVY6	False
ute	Mercedes-Benz	Sprinter	1800	12.51	2015	OEM-1984	24258199680	9BM3PWGL2V1KANJYM	False
carro	Volkswagen	Gol	4	13.15	2016	PSM-9000	48647110184	9BWZDE6QCTZMK8JG5	False
van	Fiat	Ducato	19	8.71	2017	PBP-3518	39060091855	9BDYJYPA3E9LEM4W6	False
ute	Fiat	Ducato	1800	10.64	2016	PEX-0992	55700493536	9BDIL9QWZGLDCIEJJ	True
van	Fiat	Ducato	11	10.68	2017	PFC-0597	19610741229	9BDHCAFC9K2M5HREV	True
carro	Renault	Logan	4	8.08	2017	PAV-1552	83770511083	93YMRCM5VOXHEGZ5I	False
ute	Fiat	Ducato	1800	10.27	2015	PWA-3098	50015400464	9BDQ9AVEAFGOSSOAZ	False
van	Fiat	Ducato	11	9.52	2016	PKQ-5265	45741754140	9BD0EIZABGOAYIM36	False
van	Mercedes-Benz	Sprinter	9	8.53	2016	OIX-1835	83796719458	9BM8YMG10ZFIOXOVN	True
ute	Mercedes-Benz	Sprinter	1800	12.05	2017	PAV-4825	84180668692	9BMKT3MU9NIC767CI	False
carro	Volkswagen	Gol	4	9.87	2017	OQF-3197	18163906944	9BW1BQ0Z83L4E4LH6	False
carro	Honda	Civic	4	9.04	2017	PUX-7337	26185264856	93HK5Z8Q9E5TLC2FK	False
carro	Renault	Logan	4	9.84	2016	PMI-6272	03325656449	93Y8T6YKVVWVS0HUF	False
carro	Volkswagen	Gol	4	4.0	2017	PNP-3931	58469571572	9BWD0DQ46JX7S5523	False
van	Mercedes-Benz	Sprinter	12	5.73	2016	PVF-5730	93191946732	9BMXYH1WAOF1XWLZ0	False
carro	Fiat	Uno	4	11.94	2016	PHX-9708	91615602112	9BD6DAG0DVT0MVKGX	False
carro	Chevrolet	Prisma	4	10.66	2016	PWE-9117	67735693477	9BG02D5GR4VXYFNBV	False
carro	Renault	Logan	4	11.5	2016	PCM-7337	50106809365	93Y9CS0P2KVEOGDJH	False
carro	Volkswagen	Gol	4	11.68	2015	OQQ-8854	37360652241	9BWBHEK3CF3ARACB9	False
carro	Toyota	Corolla	4	9.68	2016	PNH-0156	45116398677	9BRTPSEL08VFBLO5S	False
carro	Toyota	Corolla	4	10.3	2015	PBP-4975	20849844271	9BR1FZ6XPRAVJ2N4J	False
carro	Fiat	Uno	4	11.14	2016	PIL-2375	94104198736	9BDAA7PRF355KN554	True
van	Fiat	Ducato	8	7.35	2017	OQL-5478	03365751173	9BDNLJYHMB1V167TU	False
van	Fiat	Ducato	15	13.2	2017	PUE-7359	23328227722	9BDK5GJ0HIDJTGWXV	False
ute	Fiat	Ducato	1800	13.37	2017	PJK-9829	87200771440	9BDKIAUBHJJKC1RSN	True
carro	Fiat	Uno	4	11.18	2016	POR-7071	87615937460	9BDK685I7WC32XP59	False
van	Mercedes-Benz	Sprinter	14	15.04	2015	OQU-3618	74050122144	9BME7A2TS12WRPSI5	False
van	Fiat	Ducato	13	11.52	2016	OUU-2774	98816894027	9BDIMYP4GO58WECVG	False
carro	Fiat	Uno	4	10.12	2017	OBI-4577	61739616609	9BD4U0A9WZXQ6DNAX	False
carro	Volkswagen	Gol	2	8.21	2016	PCX-4171	56168531073	9BWKE46WQ770XKM67	True
ute	Fiat	Ducato	1800	8.64	2017	OSS-0218	91970999244	9BDBF4HP798Q49XCN	False
carro	Chevrolet	Prisma	4	13.58	2017	PQU-9303	88965989415	9BGLWOXB8APYG9UZ2	False
carro	Chevrolet	Onix	2	11.93	2017	PCN-2731	03685677997	9BGWCZLL67XVQ3X4S	False
van	Mercedes-Benz	Sprinter	15	13.63	2017	PPE-9594	59941144512	9BMOIS5YS4AWKDDEH	False
carro	Chevrolet	Onix	4	8.57	2017	PRK-1998	59745015106	9BGX8S2UKH67KIKF5	False
carro	Honda	Civic	2	16.25	2017	PBC-2304	95139054078	93HPDMFSV2HRVQ6B8	False
carro	Ford	Ka+	4	15.08	2017	PFT-2653	61576764048	9BFPA54GBUPTREMER	False
van	Mercedes-Benz	Sprinter	10	10.47	2017	PRC-4331	72402937826	9BMZISUPPPL86GHAA	False
carro	Chevrolet	Spin	4	10.56	2014	OIM-0570	72984924469	9BG0TPV9VZY7TMGAD	False
carro	Ford	Ka	4	12.71	2015	OYV-9569	90307790775	9BFKA9JTJX7BS16A4	False
van	Fiat	Ducato	7	6.22	2015	PDS-5395	06187860069	9BDE335T4KGHFTGT2	False
carro	Volkswagen	Gol	4	14.31	2015	PSB-8520	25065603509	9BWJWIOBXXOVLGWCJ	False
van	Mercedes-Benz	Sprinter	10	10.73	2016	PZD-5252	96436700291	9BMNAD7XG83PUBKH4	False
carro	Chevrolet	Onix	4	10.36	2014	OCS-7623	60543242223	9BGGYO3D78ZHX6GXX	False
van	Mercedes-Benz	Sprinter	5	8.8	2016	PIO-0501	37237344638	9BMFPJFQ4RA2Y6H9L	False
carro	Honda	Civic	4	11.83	2017	OFJ-7619	34230019864	93HDVA0LYN5WDASPK	False
carro	Ford	Ka	4	12.33	2017	POQ-2873	59569975957	9BFLQ3DK31C1I96F2	False
van	Mercedes-Benz	Sprinter	16	13.36	2017	PRM-3318	82826970641	9BMHA2TK1KZN0BVZT	False
ute	Fiat	Ducato	1800	8.83	2016	PJW-9920	29767860566	9BDY0UMM0HCQYIN4X	False
van	Fiat	Ducato	9	10.08	2015	PPM-3826	80358510168	9BD1S2XPJKXYA3G0I	False
van	Mercedes-Benz	Sprinter	13	10.3	2015	PDU-0102	28427083981	9BM0PDRCPHTSVD8IT	False
carro	Honda	Civic	4	9.41	2017	OOW-4346	83543241055	93H9J5RVLD6JU1URE	False
carro	Honda	Civic	2	11.99	2017	PMC-8683	54954919751	93HQAOYY3ZMQIBGG8	False
carro	Chevrolet	Onix	4	10.4	2017	PQG-0543	34819409340	9BG38Y3KFVXG2RH3Q	False
van	Mercedes-Benz	Sprinter	15	9.28	2014	PJK-3883	63502557589	9BMDU506C0V6S19N5	False
carro	Chevrolet	Spin	4	11.42	2014	PDZ-4335	41362099755	9BGQ6GS2RLS6O0J40	False
van	Mercedes-Benz	Sprinter	13	10.91	2014	PPC-9961	95099841241	9BMYZSJMSEJ1278VW	False
van	Fiat	Ducato	10	10.44	2015	PDI-6373	86820229314	9BDAQ7T1RXWANB8II	False
carro	Renault	Logan	4	10.61	2016	OLW-7853	96928594682	93YZ3YBS3LZWPJAXG	False
ute	Mercedes-Benz	Sprinter	1800	5.24	2014	PZH-4969	97041834907	9BMKLYXWQHX2IT40K	False
van	Mercedes-Benz	Sprinter	8	7.36	2017	PDX-4002	47894169318	9BMHA19WIPM1BRC0C	False
carro	Chevrolet	Spin	4	9.61	2017	PSQ-7086	93632401150	9BGMO7FS1WCPHS0AY	False
ute	Mercedes-Benz	Sprinter	1800	9.0	2016	PKN-2139	36377394839	9BM16EP21Q5QW185V	False
carro	Toyota	Corolla	4	10.57	2017	PZL-5629	95954082900	9BR1FKDKBKYIP9NK1	False
van	Fiat	Ducato	16	10.36	2014	PHS-3832	41707804723	9BDOWIUXYOTKUTNC3	False
carro	Renault	Sandero	4	10.75	2017	OWT-3871	69036652293	93YYSD9MJHGNL50V0	False
van	Mercedes-Benz	Sprinter	15	11.41	2015	PNU-6109	40645328095	9BMW7RXJPUKWB0MWD	False
carro	Honda	Civic	4	15.87	2015	PGS-2686	04501562634	93HCHWSK5DU744467	False
carro	Toyota	Corolla	2	9.09	2015	PDF-4974	44342564929	9BR8SPYNRTZC2FZIQ	False
carro	Toyota	Corolla	4	14.06	2017	PCV-5040	47019476713	9BRG4OI69CTH1M31Q	False
carro	Volkswagen	Gol	4	13.55	2015	PAQ-4143	08930812353	9BW7FX2UKMNC0UC53	False
carro	Volkswagen	Gol	4	13.73	2015	PJR-1810	65338249082	9BWAEPNFKT4E3R4X4	False
ute	Mercedes-Benz	Sprinter	1800	10.75	2015	PFQ-2827	13597927223	9BM1IWAA2CNKPY34G	False
ute	Mercedes-Benz	Sprinter	1800	9.77	2017	OEG-1767	95852786180	9BMN2BXMBX1KDS5LY	False
carro	Toyota	Corolla	4	13.14	2017	PIT-5798	53122770367	9BR3UPGKRLSDGTQVG	False
carro	Toyota	Corolla	4	14.65	2017	OJA-7840	45120622328	9BR5NDIM1NGYUUDVR	False
carro	Ford	Ka+	4	10.17	2017	PIQ-8787	96992124069	9BFSFZD20R1719AAF	False
carro	Volkswagen	Gol	2	8.65	2017	PZM-6748	70606211319	9BWJCZN6RKRSHDZMM	False
carro	Honda	Civic	4	12.01	2016	PVY-3780	74322733505	93HWSXJ4N1NKWU9OU	False
carro	Chevrolet	Onix	2	8.9	2015	PQG-9878	07944642401	9BGAJ8ON1Z11K7NV2	False
carro	Renault	Logan	4	10.83	2015	PER-7480	22668952514	93Y86QQ7RJD7NRV4D	False
carro	Ford	Ka+	2	13.06	2017	OIT-4024	43103369524	9BFFNCIBK70TRCIV2	False
van	Fiat	Ducato	8	11.74	2015	PSH-3995	43099179233	9BDGX8TEJY4TS7TCA	False
carro	Ford	Ka+	4	11.25	2017	PJV-0163	56679860040	9BFPD3MTSO3EPFIKO	False
carro	Chevrolet	Onix	4	7.74	2016	PPZ-7295	75798433412	9BGNU1CENRZ0IS6HX	False
van	Fiat	Ducato	13	9.71	2017	PGV-3470	75643559395	9BDAZ4ORDGMYFGGW1	False
van	Fiat	Ducato	15	8.78	2017	PES-9105	06857129109	9BDGOFX0R3NKJAM0H	True
carro	Honda	Civic	2	14.29	2014	PJX-9193	22304413264	93H87S7VM0WRTVASK	False
carro	Fiat	Uno	4	12.02	2017	POB-7597	19524337160	9BDEZLY1WJAJ0ZGB3	False
carro	Fiat	Uno	4	5.52	2015	PMG-3829	67697650339	9BD36ZH01PB5XLOB9	False
van	Fiat	Ducato	15	14.9	2015	PFI-2060	07140090931	9BDFUGQMHFW5W8RMT	False
van	Fiat	Ducato	13	12.25	2015	PLI-4751	45730149824	9BDI3VWNJQVQPZ9W3	False
carro	Ford	Ka+	2	12.14	2017	PNI-6504	63217927569	9BFLCLP7UGWOS4P23	False
van	Fiat	Ducato	10	7.82	2017	PZY-7001	67725417280	9BDK4QH4PMJ7KSS2A	False
carro	Ford	Ka	4	7.35	2017	PTM-6322	57005671904	9BFBECR7VA5VDBG5U	False
carro	Renault	Logan	4	12.56	2016	OXD-3597	55731304286	93YJ96RWQH6U3LXHE	False
carro	Chevrolet	Spin	4	8.12	2017	PUS-2440	51268237591	9BG0XCQMNCOMCPTYS	False
carro	Renault	Logan	4	9.54	2014	PWZ-5660	67558743293	93YWCKV3W2BQVKTNV	True
carro	Renault	Sandero	4	11.41	2014	PMO-0081	50927282809	93YT05ATEWUIFXA7S	False
carro	Toyota	Corolla	4	16.52	2017	PCQ-2808	76126077288	9BRMZWZEQFYP457BV	False
carro	Ford	Ka	4	10.08	2017	PXD-5064	39556689074	9BFE287BBNRJP5PWU	False
carro	Honda	Civic	4	11.29	2017	PTD-9614	66345705229	93HUBFCCMKFW2E9GZ	False
carro	Volkswagen	Gol	4	14.93	2017	PHC-5724	30587046727	9BWGEL1BZE85RVYI0	False
ute	Mercedes-Benz	Sprinter	1800	8.77	2017	PQV-8029	97710347666	9BMDC7TXSF88IMORT	False
carro	Toyota	Corolla	4	8.46	2015	PPW-2726	58293109408	9BROOOWMDB9ZX1U10	False
ute	Mercedes-Benz	Sprinter	1800	9.76	2016	PNF-9649	96291387586	9BM1RJU6JPZBGU150	False
van	Mercedes-Benz	Sprinter	11	10.53	2017	PXE-4103	49361705247	9BMS1C04VWYEDQNWI	False
carro	Renault	Sandero	2	14.47	2016	PDT-2386	93185940867	93Y1RI7Z8J3SSIBMY	False
van	Fiat	Ducato	11	11.97	2016	ONS-3255	41489916312	9BDL2V5TTJ6J7QKHG	False
carro	Fiat	Uno	4	11.12	2016	PJR-4162	40252369884	9BDVE8BEQ9O0858VT	False
van	Fiat	Ducato	9	13.28	2015	PXH-8942	36601520416	9BD2AH04ILAMTI9PP	False
carro	Honda	Civic	2	6.28	2015	OOK-6833	77994698022	93HD4ZTTAYAI2ADYZ	False
ute	Fiat	Ducato	1800	12.79	2017	OUX-4520	19487602260	9BDFRQX9PIAFR7166	False
carro	Ford	Ka+	4	12.66	2016	PAW-1735	40883577710	9BFFDPLTAEPM7SBRV	False
carro	Honda	Civic	4	14.67	2016	PXR-0224	29889385189	93H3VB1QJLZ7LF5LE	False
van	Fiat	Ducato	19	12.65	2017	PKA-9663	62999274320	9BD4V63SY64K3VX8K	True
carro	Renault	Logan	4	15.14	2016	OLD-8621	16188085965	93YZAZFNNDV7UAX1Q	False
carro	Chevrolet	Prisma	4	13.46	2017	POJ-1203	41416585518	9BGE8MRIJ48IQ9IVU	False
ute	Fiat	Ducato	1800	10.13	2015	PZI-5894	92552134873	9BDQU335OFKI65TQL	False
carro	Renault	Logan	4	10.72	2017	PHJ-8370	90932846460	93YM1ELIFUS9UN3YP	False
carro	Ford	Ka+	4	11.28	2017	OBP-0720	77499365674	9BF3G0N5EPPRHYKKK	False
carro	Renault	Logan	4	12.89	2017	PGC-4616	30743201737	93Y49XNBQJR80XMNY	False
carro	Fiat	Uno	4	11.95	2016	PMD-6417	71045820236	9BD8C9CMLWBB4YP6H	True
carro	Ford	Ka	2	8.21	2017	PJG-8792	59998380351	9BFZMDV0TFN766EJS	False
carro	Honda	Civic	4	12.7	2017	OXR-7714	51182705178	93HYADU618FRN01G7	False
van	Mercedes-Benz	Sprinter	11	13.55	2016	PRU-2800	75913120116	9BMIA2WAFJ23STC2V	False
ute	Mercedes-Benz	Sprinter	1800	12.16	2016	OMO-6382	84095848699	9BMI5SR2YR3PSXQST	False
carro	Chevrolet	Onix	4	12.26	2017	PGM-3167	31951641611	9BG62Q01B3EP79MEB	False
carro	Volkswagen	Gol	4	8.49	2016	OBV-9819	33035533257	9BW4ZAVYRM0C9PL5H	False
van	Fiat	Ducato	15	18.63	2015	OAZ-1253	82825664431	9BDTK4CFRFL9L58QM	False
carro	Volkswagen	Gol	4	13.31	2017	PQD-0658	59768964275	9BW4098AX038MIQEP	False
carro	Renault	Logan	4	10.78	2016	PJL-1556	33190696461	93YD8OKG8IBHJ59MU	False
carro	Chevrolet	Onix	4	13.53	2017	PPF-2060	58769213099	9BGSS5KOYH7NC8ZOE	False
carro	Chevrolet	Spin	4	13.57	2016	ODV-1037	68891765853	9BGVXP31JJUIT617O	False
carro	Volkswagen	Gol	4	8.45	2015	PYR-5678	35074262820	9BWUNR3W2RX92OLQB	True
carro	Chevrolet	Onix	4	15.13	2017	OYS-2091	98151497993	9BGAQM9S71LEVO72V	False
carro	Chevrolet	Prisma	4	14.25	2017	PXN-5581	04527700420	9BGWFYJC5OTBKXSF8	False
carro	Honda	Civic	2	5.39	2017	PEE-8995	87083129280	93H44FQ3RSX5WP49F	False
carro	Toyota	Corolla	4	12.42	2015	PGZ-5906	07732400517	9BRBB2KNW2NQTSIS7	True
carro	Fiat	Uno	4	12.11	2017	PFT-3661	41068147641	9BDGI5LN6WTX8EKJI	False
carro	Volkswagen	Gol	4	10.42	2016	PHQ-9309	82660990442	9BWS76WLRLZBRQFH0	False
van	Fiat	Ducato	9	11.62	2015	PNT-6307	82127697550	9BDUZ7D3BSS5Q9C36	False
van	Mercedes-Benz	Sprinter	8	7.67	2016	PUK-3871	30641611256	9BMRGMW32RBQCGI7J	True
carro	Toyota	Corolla	4	17.95	2017	PBI-3649	24915934661	9BRTJBU2IWLFGF1IG	False
carro	Honda	Civic	4	10.06	2014	PJP-2673	20589511684	93H2T69012CDT7E89	False
